trade_id,created_at,sentiment_data,symbol
0,2018-01-24,22.2,FXE
0,2018-01-23,21.3,FXE
0,2018-01-22,22.66,FXE
0,2018-01-19,23.34,FXE
0,2018-01-18,21.64,FXE
0,2018-01-17,23.95,FXE
0,2018-01-16,21.81,FXE
0,2018-01-15,22.49,FXE
0,2018-01-12,19.93,FXE
0,2018-01-11,21.5,FXE
0,2018-01-10,25.23,FXE
0,2018-01-09,27.84,FXE
0,2018-01-08,24.89,FXE
0,2018-01-05,20.43,FXE
0,2018-01-04,19.03,FXE
0,2018-01-03,21.64,FXE
0,2018-01-02,20.74,FXE
0,2018-01-01,18.75,FXE
0,2017-12-29,18.75,FXE
0,2017-12-28,21.01,FXE
0,2017-12-27,23.69,FXE
0,2017-12-26,25.53,FXE
0,2017-12-22,24.51,FXE
0,2017-12-21,24.61,FXE
0,2017-12-20,23.76,FXE
0,2017-12-19,26.16,FXE
0,2017-12-18,31.28,FXE
0,2017-12-15,34.37,FXE
0,2017-12-14,32.89,FXE
0,2017-12-13,29.71,FXE
0,2017-12-12,36.45,FXE
0,2017-12-11,33.56,FXE
0,2017-12-08,32.89,FXE
0,2017-12-07,32.82,FXE
0,2017-12-06,31.56,FXE
0,2017-12-05,29.91,FXE
0,2017-12-04,27.85,FXE
0,2017-12-01,25.62,FXE
0,2017-11-30,25.88,FXE
0,2017-11-29,29.17,FXE
0,2017-11-28,27.11,FXE
0,2017-11-27,24.29,FXE
0,2017-11-24,21.69,FXE
0,2017-11-23,23.86,FXE
0,2017-11-22,26.04,FXE
0,2017-11-21,30.13,FXE
0,2017-11-20,30.71,FXE
0,2017-11-17,26.89,FXE
0,2017-11-16,27.36,FXE
0,2017-11-15,25.36,FXE
0,2017-11-14,24,FXE
0,2017-11-13,27.85,FXE
0,2017-11-10,29.08,FXE
0,2017-11-09,30.85,FXE
0,2017-11-08,33.55,FXE
0,2017-11-07,33.75,FXE
0,2017-11-06,33.5,FXE
0,2017-11-03,32.46,FXE
0,2017-11-02,30.23,FXE
0,2017-11-01,32.43,FXE
0,2017-10-31,32.57,FXE
0,2017-10-30,33.87,FXE
0,2017-10-27,37.05,FXE
0,2017-10-26,36.78,FXE
0,2017-10-25,28.73,FXE
0,2017-10-24,32.05,FXE
0,2017-10-23,32.98,FXE
0,2017-10-20,30.47,FXE
0,2017-10-19,27.1,FXE
0,2017-10-18,31.21,FXE
0,2017-10-17,32.78,FXE
0,2017-10-16,31.01,FXE
0,2017-10-13,30.55,FXE
0,2017-10-12,29.73,FXE
0,2017-10-11,28.2,FXE
0,2017-10-10,30.98,FXE
0,2017-10-09,33.66,FXE
0,2017-10-06,33.69,FXE
0,2017-10-05,36.27,FXE
0,2017-10-04,31.95,FXE
0,2017-10-03,31.93,FXE
0,2017-10-02,33.83,FXE
0,2017-09-29,29.71,FXE
0,2017-09-28,33.11,FXE
0,2017-09-27,34.34,FXE
0,2017-09-26,33.84,FXE
0,2017-09-25,33.47,FXE
0,2017-09-22,25.64,FXE
0,2017-09-21,27.26,FXE
0,2017-09-20,30.63,FXE
0,2017-09-19,26.22,FXE
0,2017-09-18,28.05,FXE
0,2017-09-15,28.08,FXE
0,2017-09-14,30.94,FXE
0,2017-09-13,33.69,FXE
0,2017-09-12,29.88,FXE
0,2017-09-11,28.92,FXE
0,2017-09-08,24.23,FXE
0,2017-09-07,22.83,FXE
0,2017-09-06,27.78,FXE
0,2017-09-05,27.85,FXE
0,2017-09-04,28.13,FXE
0,2017-09-01,30.49,FXE
0,2017-08-31,30.27,FXE
0,2017-08-30,29.54,FXE
0,2017-08-29,24.79,FXE
0,2017-08-28,20.43,FXE
0,2017-08-25,19.78,FXE
0,2017-08-24,24.24,FXE
0,2017-08-23,23.33,FXE
0,2017-08-22,28.31,FXE
0,2017-08-21,21.98,FXE
0,2017-08-18,24.96,FXE
0,2017-08-17,26.97,FXE
0,2017-08-16,26.61,FXE
0,2017-08-15,27.13,FXE
0,2017-08-14,28.71,FXE
0,2017-08-11,23.34,FXE
0,2017-08-10,23.98,FXE
0,2017-08-09,23.88,FXE
0,2017-08-08,24.74,FXE
0,2017-08-07,24.24,FXE
0,2017-08-04,25.56,FXE
0,2017-08-03,22.93,FXE
0,2017-08-02,23.24,FXE
0,2017-08-01,25.15,FXE
0,2017-07-31,21.24,FXE
0,2017-07-28,21.74,FXE
0,2017-07-27,27.54,FXE
0,2017-07-26,21.46,FXE
0,2017-07-25,22.82,FXE
0,2017-07-24,22.63,FXE
0,2017-07-21,20.14,FXE
0,2017-07-20,20.21,FXE
0,2017-07-19,26.44,FXE
0,2017-07-18,21.66,FXE
0,2017-07-17,22.15,FXE
0,2017-07-14,21.97,FXE
0,2017-07-13,26.9,FXE
0,2017-07-12,26.24,FXE
0,2017-07-11,20.62,FXE
0,2017-07-10,24.42,FXE
0,2017-07-07,23.05,FXE
0,2017-07-06,22.1,FXE
0,2017-07-05,29.08,FXE
0,2017-07-04,28.7,FXE
0,2017-07-03,27.55,FXE
0,2017-06-30,20.32,FXE
0,2017-06-29,19.32,FXE
0,2017-06-28,19.99,FXE
0,2017-06-27,18.76,FXE
0,2017-06-26,28.75,FXE
0,2017-06-23,25.72,FXE
0,2017-06-22,30.73,FXE
0,2017-06-21,29.66,FXE
0,2017-06-20,31.92,FXE
0,2017-06-19,31.11,FXE
0,2017-06-16,25.04,FXE
0,2017-06-15,32.04,FXE
0,2017-06-14,24.04,FXE
0,2017-06-13,26.15,FXE
0,2017-06-12,26.68,FXE
0,2017-06-09,26.78,FXE
0,2017-06-08,27.18,FXE
0,2017-06-07,22.7,FXE
0,2017-06-06,23.87,FXE
0,2017-06-05,26.3,FXE
0,2017-06-02,22.58,FXE
0,2017-06-01,26.06,FXE
0,2017-05-31,23.9,FXE
0,2017-05-30,25.98,FXE
0,2017-05-29,27.58,FXE
0,2017-05-26,27.57,FXE
0,2017-05-25,26.14,FXE
0,2017-05-24,27.12,FXE
0,2017-05-23,28.2,FXE
0,2017-05-22,24.99,FXE
0,2017-05-19,22.48,FXE
0,2017-05-18,26.9,FXE
0,2017-05-17,24.67,FXE
0,2017-05-16,24.86,FXE
0,2017-05-15,29.33,FXE
0,2017-05-12,33.9,FXE
0,2017-05-11,39.42,FXE
0,2017-05-10,39.84,FXE
0,2017-05-09,39.05,FXE
0,2017-05-08,36.27,FXE
0,2017-05-05,32.28,FXE
0,2017-05-04,28.95,FXE
0,2017-05-03,36.82,FXE
0,2017-05-02,33.16,FXE
0,2017-05-01,35.39,FXE
0,2017-04-28,35.45,FXE
0,2017-04-27,38.01,FXE
0,2017-04-26,35.21,FXE
0,2017-04-25,29.5,FXE
0,2017-04-24,35.71,FXE
0,2017-04-21,46.96,FXE
0,2017-04-20,45.37,FXE
0,2017-04-19,46.58,FXE
0,2017-04-18,46.98,FXE
0,2017-04-17,55.55,FXE
0,2017-04-14,60.08,FXE
0,2017-04-13,59.85,FXE
0,2017-04-12,54.83,FXE
0,2017-04-11,58.34,FXE
0,2017-04-10,59.79,FXE
0,2017-04-07,60.99,FXE
0,2017-04-06,53.47,FXE
0,2017-04-05,51.52,FXE
0,2017-04-04,50.44,FXE
0,2017-04-03,51.48,FXE
0,2017-03-31,49.69,FXE
0,2017-03-30,48.3,FXE
0,2017-03-29,41.19,FXE
0,2017-03-28,37.16,FXE
0,2017-03-27,31.72,FXE
0,2017-03-24,32.38,FXE
0,2017-03-23,34.76,FXE
0,2017-03-22,32.48,FXE
0,2017-03-21,29.7,FXE
0,2017-03-20,37.19,FXE
0,2017-03-17,36.28,FXE
0,2017-03-16,35.31,FXE
0,2017-03-15,38.24,FXE
0,2017-03-14,46.6,FXE
0,2017-03-13,40.38,FXE
0,2017-03-10,36.5,FXE
0,2017-03-09,48.17,FXE
0,2017-03-08,53.12,FXE
0,2017-03-07,50.2,FXE
0,2017-03-06,47.95,FXE
0,2017-03-03,45.3,FXE
0,2017-03-02,58.2,FXE
0,2017-03-01,52.55,FXE
0,2017-02-28,46.88,FXE
0,2017-02-27,47.08,FXE
0,2017-02-24,51.97,FXE
0,2017-02-23,51.85,FXE
0,2017-02-22,54.91,FXE
0,2017-02-21,59.15,FXE
0,2017-02-20,49.12,FXE
0,2017-02-17,48.44,FXE
0,2017-02-16,41.14,FXE
0,2017-02-15,48.65,FXE
0,2017-02-14,54.1,FXE
0,2017-02-13,53.33,FXE
0,2017-02-10,49.37,FXE
0,2017-02-09,47.4,FXE
0,2017-02-08,42.52,FXE
0,2017-02-07,44.92,FXE
0,2017-02-06,41.24,FXE
0,2017-02-03,34.64,FXE
0,2017-02-02,36.25,FXE
0,2017-02-01,35.93,FXE
0,2017-01-31,31.21,FXE
0,2017-01-30,40.3,FXE
0,2017-01-27,41.02,FXE
0,2017-01-26,43.56,FXE
0,2017-01-25,36.74,FXE
0,2017-01-24,38.42,FXE
0,2017-01-23,36.15,FXE
0,2017-01-20,39.13,FXE
0,2017-01-19,43.53,FXE
0,2017-01-18,44.74,FXE
0,2017-01-17,37.35,FXE
0,2017-01-16,46.63,FXE
0,2017-01-13,43.77,FXE
0,2017-01-12,43.09,FXE
0,2017-01-11,46.74,FXE
0,2017-01-10,46.54,FXE
0,2017-01-09,46.41,FXE
0,2017-01-06,48.51,FXE
0,2017-01-05,43.2,FXE
0,2017-01-04,49.26,FXE
0,2017-01-03,58.37,FXE
0,2016-12-30,51.68,FXE
0,2016-12-29,49.29,FXE
0,2016-12-28,58.89,FXE
0,2016-12-27,51.91,FXE
0,2016-12-23,53.22,FXE
0,2016-12-22,55.48,FXE
0,2016-12-21,56.79,FXE
0,2016-12-20,59.9,FXE
0,2016-12-19,62.02,FXE
0,2016-12-16,58.33,FXE
0,2016-12-15,61.07,FXE
0,2016-12-14,63.31,FXE
0,2016-12-13,56.96,FXE
0,2016-12-12,56.04,FXE
0,2016-12-09,66.02,FXE
0,2016-12-08,62.96,FXE
0,2016-12-07,48.87,FXE
0,2016-12-06,53.15,FXE
0,2016-12-05,47.62,FXE
0,2016-12-02,59.04,FXE
0,2016-12-01,59.57,FXE
0,2016-11-30,66.85,FXE
0,2016-11-29,61.12,FXE
0,2016-11-28,66.12,FXE
0,2016-11-25,64.33,FXE
0,2016-11-24,67.47,FXE
0,2016-11-23,70.23,FXE
0,2016-11-22,67.06,FXE
0,2016-11-21,66.05,FXE
0,2016-11-18,70.41,FXE
0,2016-11-17,71.53,FXE
0,2016-11-16,68.58,FXE
0,2016-11-15,67.14,FXE
0,2016-11-14,65.57,FXE
0,2016-11-11,63.74,FXE
0,2016-11-10,60.68,FXE
0,2016-11-09,57.24,FXE
0,2016-11-08,43.56,FXE
0,2016-11-07,42.68,FXE
0,2016-11-04,36.55,FXE
0,2016-11-03,38.4,FXE
0,2016-11-02,38.98,FXE
0,2016-11-01,41.78,FXE
0,2016-10-31,52.28,FXE
0,2016-10-28,49.73,FXE
0,2016-10-27,58.71,FXE
0,2016-10-26,58.05,FXE
0,2016-10-25,61.51,FXE
0,2016-10-24,63.23,FXE
0,2016-10-21,64.66,FXE
0,2016-10-20,64.4,FXE
0,2016-10-19,62.84,FXE
0,2016-10-18,59.96,FXE
0,2016-10-17,57.81,FXE
0,2016-10-14,62.43,FXE
0,2016-10-13,55.08,FXE
0,2016-10-12,59.96,FXE
0,2016-10-11,56.37,FXE
0,2016-10-10,48.62,FXE
0,2016-10-07,40.96,FXE
0,2016-10-06,49.68,FXE
0,2016-10-05,39.49,FXE
0,2016-10-04,42.39,FXE
0,2016-10-03,40.79,FXE
0,2016-09-30,36.07,FXE
0,2016-09-29,39.67,FXE
0,2016-09-28,41.37,FXE
0,2016-09-27,40.68,FXE
0,2016-09-26,35.39,FXE
0,2016-09-23,39.52,FXE
0,2016-09-22,43,FXE
0,2016-09-21,46.66,FXE
0,2016-09-20,48.52,FXE
0,2016-09-19,47.28,FXE
0,2016-09-16,50.51,FXE
0,2016-09-15,39.27,FXE
0,2016-09-14,37.46,FXE
0,2016-09-13,40.61,FXE
0,2016-09-12,40.22,FXE
0,2016-09-09,39.68,FXE
0,2016-09-08,37.73,FXE
0,2016-09-07,38.98,FXE
0,2016-09-06,35.78,FXE
0,2016-09-05,46.55,FXE
0,2016-09-02,45.62,FXE
0,2016-09-01,39.79,FXE
0,2016-08-31,43.93,FXE
0,2016-08-30,45.05,FXE
0,2016-08-29,42.06,FXE
0,2016-08-26,39.96,FXE
0,2016-08-25,34.13,FXE
0,2016-08-24,35.66,FXE
0,2016-08-23,31.03,FXE
0,2016-08-22,29.2,FXE
0,2016-08-19,28.06,FXE
0,2016-08-18,27.3,FXE
0,2016-08-17,31.33,FXE
0,2016-08-16,31.09,FXE
0,2016-08-15,37.64,FXE
0,2016-08-12,39.73,FXE
0,2016-08-11,41.9,FXE
0,2016-08-10,38.27,FXE
0,2016-08-09,43.68,FXE
0,2016-08-08,45.44,FXE
0,2016-08-05,44.72,FXE
0,2016-08-04,41.4,FXE
0,2016-08-03,38.5,FXE
0,2016-08-02,32.78,FXE
0,2016-08-01,36.43,FXE
0,2016-07-29,33.11,FXE
0,2016-07-28,41.42,FXE
0,2016-07-27,42.99,FXE
0,2016-07-26,48.69,FXE
0,2016-07-25,47.05,FXE
0,2016-07-22,53.47,FXE
0,2016-07-21,47.88,FXE
0,2016-07-20,49.5,FXE
0,2016-07-19,50.44,FXE
0,2016-07-18,41.33,FXE
0,2016-07-15,46.41,FXE
0,2016-07-14,38.12,FXE
0,2016-07-13,37.92,FXE
0,2016-07-12,43.71,FXE
0,2016-07-11,41.57,FXE
0,2016-07-08,43.98,FXE
0,2016-07-07,43.87,FXE
0,2016-07-06,39.06,FXE
0,2016-07-05,44.8,FXE
0,2016-07-04,36.18,FXE
0,2016-07-01,38,FXE
0,2016-06-30,40.74,FXE
0,2016-06-29,39,FXE
0,2016-06-28,42.53,FXE
0,2016-06-27,46.17,FXE
0,2016-06-24,44.62,FXE
0,2016-06-23,40.7,FXE
0,2016-06-22,41.85,FXE
0,2016-06-21,44.21,FXE
0,2016-06-20,40.87,FXE
0,2016-06-17,41,FXE
0,2016-06-16,44.31,FXE
0,2016-06-15,42.65,FXE
0,2016-06-14,46.19,FXE
0,2016-06-13,41.88,FXE
0,2016-06-10,43.96,FXE
0,2016-06-09,40.9,FXE
0,2016-06-08,36.51,FXE
0,2016-06-07,38.87,FXE
0,2016-06-06,38.86,FXE
0,2016-06-03,38.48,FXE
0,2016-06-02,50.26,FXE
0,2016-06-01,45.3,FXE
0,2016-05-31,50.19,FXE
0,2016-05-30,48.33,FXE
0,2016-05-27,52.53,FXE
0,2016-05-26,48.12,FXE
0,2016-05-25,50.6,FXE
0,2016-05-24,51.03,FXE
0,2016-05-23,46.48,FXE
0,2016-05-20,47.04,FXE
0,2016-05-19,46.85,FXE
0,2016-05-18,46.24,FXE
0,2016-05-17,41.74,FXE
0,2016-05-16,40.56,FXE
0,2016-05-13,42.64,FXE
0,2016-05-12,40.8,FXE
0,2016-05-11,36.8,FXE
0,2016-05-10,38.54,FXE
0,2016-05-09,37.09,FXE
0,2016-05-06,36.36,FXE
0,2016-05-05,36.31,FXE
0,2016-05-04,29.73,FXE
0,2016-05-03,29.55,FXE
0,2016-05-02,27.25,FXE
0,2016-04-29,27.04,FXE
0,2016-04-28,33.09,FXE
0,2016-04-27,34.29,FXE
0,2016-04-26,36.83,FXE
0,2016-04-25,38.04,FXE
0,2016-04-22,41.21,FXE
0,2016-04-21,36.88,FXE
