Time,SSI,symbol
8/14/2015,34.6,6E
8/13/2015,33.32,6E
8/12/2015,29.39,6E
8/11/2015,36.2,6E
8/10/2015,36.77,6E
8/7/2015,38.68,6E
8/6/2015,41.42,6E
8/5/2015,43.5,6E
8/4/2015,46.35,6E
8/3/2015,41.12,6E
7/31/2015,40.06,6E
7/30/2015,41.93,6E
7/29/2015,40.29,6E
7/28/2015,38.07,6E
7/27/2015,34.78,6E
7/24/2015,39.59,6E
7/23/2015,39.21,6E
7/22/2015,44.44,6E
7/21/2015,42.14,6E
7/20/2015,48.43,6E
7/17/2015,50.52,6E
7/16/2015,49.13,6E
7/15/2015,47.57,6E
7/14/2015,44.63,6E
7/13/2015,46.27,6E
7/10/2015,39.28,6E
7/9/2015,42,6E
7/8/2015,35.81,6E
7/7/2015,40.04,6E
7/6/2015,38.7,6E
7/3/2015,38.87,6E
7/2/2015,39.73,6E
7/1/2015,41.02,6E
6/30/2015,36.74,6E
6/29/2015,31.81,6E
6/26/2015,38.55,6E
6/25/2015,37.22,6E
6/24/2015,38.44,6E
6/23/2015,41.44,6E
6/22/2015,36.55,6E
6/19/2015,33.41,6E
6/18/2015,33.27,6E
6/17/2015,33.39,6E
6/16/2015,37.23,6E
6/15/2015,35.01,6E
6/12/2015,35.89,6E
6/11/2015,37.48,6E
6/10/2015,35.01,6E
6/9/2015,35.94,6E
6/8/2015,34.11,6E
6/5/2015,36.51,6E
6/4/2015,37.57,6E
6/3/2015,34.9,6E
6/2/2015,35.97,6E
6/1/2015,40.87,6E
5/29/2015,39.11,6E
5/28/2015,40.05,6E
5/27/2015,40.89,6E
5/26/2015,43.02,6E
5/25/2015,43.2,6E
5/22/2015,43.82,6E
5/21/2015,43.11,6E
5/20/2015,40.64,6E
5/19/2015,40.16,6E
5/18/2015,37.33,6E
5/15/2015,28.94,6E
5/14/2015,30.51,6E
5/13/2015,28.52,6E
5/12/2015,35.53,6E
5/11/2015,35.82,6E
5/8/2015,34.03,6E
5/7/2015,33.34,6E
5/6/2015,27.68,6E
5/5/2015,30.73,6E
5/4/2015,29.99,6E
5/1/2015,29.65,6E
4/30/2015,27.61,6E
4/29/2015,30.56,6E
4/28/2015,31.25,6E
4/27/2015,34.52,6E
4/24/2015,33.68,6E
4/23/2015,32.23,6E
4/22/2015,41.51,6E
4/21/2015,38.31,6E
4/20/2015,39.34,6E
4/17/2015,37.39,6E
4/16/2015,38.67,6E
4/15/2015,41.4,6E
4/14/2015,42.88,6E
4/13/2015,45.33,6E
4/10/2015,47.02,6E
4/9/2015,45.71,6E
4/8/2015,41.04,6E
4/7/2015,39.92,6E
4/6/2015,33.27,6E
4/3/2015,33.99,6E
4/2/2015,32.22,6E
4/1/2015,36.58,6E
3/31/2015,37.69,6E
3/30/2015,38.01,6E
3/27/2015,36.32,6E
3/26/2015,37.74,6E
3/25/2015,34.75,6E
3/24/2015,35.84,6E
3/23/2015,33.94,6E
3/20/2015,36.39,6E
3/19/2015,43.29,6E
3/18/2015,38.61,6E
3/17/2015,35.92,6E
3/16/2015,36.32,6E
3/13/2015,44.03,6E
3/12/2015,37.95,6E
3/11/2015,44.29,6E
3/10/2015,51.48,6E
3/9/2015,51.11,6E
3/6/2015,56.3,6E
3/5/2015,53.59,6E
3/4/2015,59.32,6E
3/3/2015,52.73,6E
3/2/2015,51.9,6E
2/27/2015,55,6E
2/26/2015,56.92,6E
2/25/2015,43.45,6E
2/24/2015,45.24,6E
2/23/2015,46.49,6E
2/20/2015,42.2,6E
2/19/2015,43.64,6E
2/18/2015,41.77,6E
2/17/2015,37.97,6E
2/16/2015,40.83,6E
2/13/2015,38.52,6E
2/12/2015,36.95,6E
2/11/2015,41.64,6E
2/10/2015,40.95,6E
2/9/2015,40.45,6E
2/6/2015,43.1,6E
2/5/2015,34.87,6E
2/4/2015,39.3,6E
2/3/2015,33.89,6E
2/2/2015,37.28,6E
1/30/2015,39.57,6E
1/29/2015,37.19,6E
1/28/2015,39.94,6E
1/27/2015,37.04,6E
1/26/2015,38.03,6E
1/23/2015,44.65,6E
1/22/2015,51.8,6E
1/21/2015,48.76,6E
1/20/2015,50.45,6E
1/19/2015,47.41,6E
1/16/2015,54.25,6E
1/15/2015,56.93,6E
1/14/2015,55.31,6E
1/13/2015,58.32,6E
1/12/2015,51.87,6E
1/9/2015,51.24,6E
1/8/2015,54.37,6E
1/7/2015,56.61,6E
1/6/2015,59.56,6E
1/5/2015,58.45,6E
1/2/2015,64.17,6E
12/31/2014,63.02,6E
12/30/2014,59.96,6E
12/29/2014,60.74,6E
12/26/2014,60.74,6E
12/24/2014,60.12,6E
12/23/2014,63.51,6E
12/22/2014,63.18,6E
12/19/2014,63.48,6E
12/18/2014,61.31,6E
12/17/2014,55.72,6E
12/16/2014,44.61,6E
12/15/2014,46.99,6E
12/12/2014,44.38,6E
12/11/2014,48.67,6E
12/10/2014,42.63,6E
12/9/2014,47.2,6E
12/8/2014,53.85,6E
12/5/2014,58.99,6E
12/4/2014,52.12,6E
12/3/2014,61.65,6E
12/2/2014,57.77,6E
12/1/2014,46.45,6E
11/28/2014,49,6E
11/27/2014,47.58,6E
11/26/2014,45.03,6E
11/25/2014,47.53,6E
11/24/2014,51.22,6E
11/21/2014,60.18,6E
11/20/2014,46.72,6E
11/19/2014,46.75,6E
11/18/2014,46.41,6E
11/17/2014,55.49,6E
11/14/2014,49,6E
11/13/2014,49.06,6E
11/12/2014,51.71,6E
11/11/2014,50.27,6E
11/10/2014,53,6E
11/7/2014,52.31,6E
11/6/2014,58.41,6E
11/5/2014,54.65,6E
11/4/2014,50.61,6E
11/3/2014,55.14,6E
10/31/2014,57.82,6E
10/30/2014,52.42,6E
10/29/2014,52.62,6E
10/28/2014,47.89,6E
10/27/2014,50.98,6E
10/24/2014,54.8,6E
10/23/2014,55.62,6E
10/22/2014,57.29,6E
10/21/2014,55,6E
10/20/2014,49.37,6E
10/17/2014,51.82,6E
10/16/2014,49.28,6E
10/15/2014,47.82,6E
10/14/2014,54.41,6E
10/13/2014,50.87,6E
10/10/2014,55.56,6E
10/9/2014,53.61,6E
10/8/2014,49.07,6E
10/7/2014,47.65,6E
10/6/2014,52,6E
10/3/2014,63.41,6E
10/2/2014,54.19,6E
10/1/2014,57.73,6E
9/30/2014,57.82,6E
9/29/2014,59.33,6E
9/26/2014,62.68,6E
9/25/2014,60.45,6E
9/24/2014,62.58,6E
9/23/2014,56.45,6E
9/22/2014,58.53,6E
9/19/2014,61.19,6E
9/18/2014,53.87,6E
9/17/2014,58.64,6E
9/16/2014,52.66,6E
9/15/2014,54.42,6E
9/12/2014,54.06,6E
9/11/2014,56.11,6E
9/10/2014,56.53,6E
9/9/2014,56.85,6E
9/8/2014,61.27,6E
9/5/2014,63.39,6E
9/4/2014,66.61,6E
9/3/2014,62.33,6E
9/2/2014,63.95,6E
9/1/2014,66.2,6E
8/29/2014,67.61,6E
8/28/2014,63.43,6E
8/27/2014,62.47,6E
8/26/2014,64.89,6E
8/25/2014,65.13,6E
8/22/2014,64.69,6E
8/21/2014,62.21,6E
8/20/2014,65.89,6E
8/19/2014,64.88,6E
8/18/2014,60.96,6E
8/15/2014,54.97,6E
8/14/2014,58.56,6E
8/13/2014,59.51,6E
8/12/2014,62.48,6E
8/11/2014,59.04,6E
8/8/2014,55.89,6E
8/7/2014,61.97,6E
8/6/2014,61.19,6E
8/5/2014,63.62,6E
8/4/2014,57.62,6E
8/1/2014,57.93,6E
7/31/2014,62.54,6E
7/30/2014,61.96,6E
7/29/2014,63.3,6E
7/28/2014,60.94,6E
7/25/2014,60.97,6E
7/24/2014,57.45,6E
7/23/2014,59.18,6E
7/22/2014,59.36,6E
7/21/2014,54.07,6E
7/18/2014,54.11,6E
7/17/2014,54.56,6E
7/16/2014,53.88,6E
7/15/2014,45.58,6E
7/14/2014,38.61,6E
7/11/2014,39.85,6E
7/10/2014,40.37,6E
7/9/2014,35.75,6E
7/8/2014,39.74,6E
7/7/2014,41.67,6E
7/4/2014,42.9,6E
7/3/2014,41.82,6E
7/2/2014,35.43,6E
7/1/2014,31.64,6E
6/30/2014,29.3,6E
6/27/2014,36.27,6E
6/26/2014,42.57,6E
6/25/2014,38.68,6E
6/24/2014,44.39,6E
6/23/2014,45.11,6E
6/20/2014,44.92,6E
6/19/2014,41.73,6E
6/18/2014,44.06,6E
6/17/2014,50.27,6E
6/16/2014,49.12,6E
6/13/2014,54.18,6E
6/12/2014,51.59,6E
6/11/2014,56.89,6E
6/10/2014,55.25,6E
6/9/2014,52.32,6E
6/6/2014,42.18,6E
6/5/2014,43.04,6E
6/4/2014,49.35,6E
6/3/2014,44.42,6E
6/2/2014,50.06,6E
5/30/2014,43.91,6E
5/29/2014,49.16,6E
5/28/2014,50.75,6E
5/27/2014,42.66,6E
5/26/2014,43.78,6E
5/23/2014,47.73,6E
5/22/2014,44.25,6E
5/21/2014,42.08,6E
5/20/2014,39.88,6E
5/19/2014,40.6,6E
5/16/2014,42.07,6E
5/15/2014,38.44,6E
5/14/2014,39.72,6E
5/13/2014,42.16,6E
5/12/2014,34.88,6E
5/9/2014,34.91,6E
5/8/2014,22.64,6E
5/7/2014,17.34,6E
5/6/2014,15.46,6E
5/5/2014,18.43,6E
5/2/2014,18.43,6E
5/1/2014,18.49,6E
4/30/2014,19.59,6E
4/29/2014,24.99,6E
4/28/2014,20.38,6E
4/25/2014,21.68,6E
4/24/2014,23.39,6E
4/23/2014,26.05,6E
4/22/2014,24.93,6E
4/21/2014,25.01,6E
4/18/2014,23.18,6E
4/17/2014,23.27,6E
4/16/2014,25.28,6E
4/15/2014,24.41,6E
4/14/2014,22.24,6E
4/11/2014,16.26,6E
4/10/2014,18.96,6E
4/9/2014,21.38,6E
4/8/2014,24.22,6E
4/7/2014,31.3,6E
4/4/2014,33.52,6E
4/3/2014,33.28,6E
4/2/2014,28.74,6E
4/1/2014,26.07,6E
3/31/2014,27.42,6E
3/28/2014,28.24,6E
3/27/2014,30.49,6E
3/26/2014,26.61,6E
3/25/2014,23.53,6E
3/24/2014,22.92,6E
3/21/2014,26.22,6E
3/20/2014,27.52,6E
3/19/2014,22.65,6E
3/18/2014,18.32,6E
3/17/2014,17.71,6E
3/14/2014,16.44,6E
3/13/2014,18.03,6E
3/12/2014,15.51,6E
3/11/2014,17.87,6E
3/10/2014,16.18,6E
3/7/2014,13.38,6E
3/6/2014,13.31,6E
3/5/2014,22.06,6E
3/4/2014,21.91,6E
3/3/2014,21.39,6E
2/28/2014,16.09,6E
2/27/2014,22.82,6E
2/26/2014,26.55,6E
2/25/2014,22.06,6E
2/24/2014,22.32,6E
2/21/2014,23.59,6E
2/20/2014,24.57,6E
2/19/2014,22.88,6E
2/18/2014,21.78,6E
2/17/2014,24.15,6E
2/14/2014,22.82,6E
2/13/2014,24.22,6E
2/12/2014,29.56,6E
2/11/2014,25.65,6E
2/10/2014,25.94,6E
2/7/2014,28.16,6E
2/6/2014,29.4,6E
2/5/2014,34.92,6E
2/4/2014,35.83,6E
2/3/2014,35.81,6E
1/31/2014,39.45,6E
1/30/2014,35.74,6E
1/29/2014,26.57,6E
1/28/2014,27.61,6E
1/27/2014,26.71,6E
1/24/2014,25.37,6E
1/23/2014,24.89,6E
1/22/2014,34.79,6E
1/21/2014,34.09,6E
1/20/2014,32.04,6E
1/17/2014,36.32,6E
1/16/2014,31.21,6E
1/15/2014,33.35,6E
1/14/2014,27.53,6E
1/13/2014,27.85,6E
1/10/2014,27.68,6E
1/9/2014,30.37,6E
1/8/2014,32.11,6E
1/7/2014,28.58,6E
1/6/2014,28.5,6E
1/3/2014,31.07,6E
1/2/2014,26.42,6E
12/31/2013,20.51,6E
12/30/2013,18.17,6E
12/27/2013,20.27,6E
12/26/2013,20.16,6E
12/24/2013,20.89,6E
12/23/2013,19.27,6E
12/20/2013,20.33,6E
12/19/2013,23.14,6E
12/18/2013,20.88,6E
12/17/2013,19.52,6E
12/16/2013,19.44,6E
12/13/2013,20.43,6E
12/12/2013,20.43,6E
12/11/2013,18.13,6E
12/10/2013,18.35,6E
12/9/2013,19.62,6E
12/6/2013,19.51,6E
12/5/2013,20.71,6E
12/4/2013,24.78,6E
12/3/2013,24.44,6E
12/2/2013,27.96,6E
11/29/2013,25.03,6E
11/28/2013,24.79,6E
11/27/2013,25.81,6E
11/26/2013,25.11,6E
11/25/2013,27.2,6E
11/22/2013,25.86,6E
11/21/2013,29.6,6E
11/20/2013,33.42,6E
11/19/2013,27.55,6E
11/18/2013,29.69,6E
11/15/2013,30.98,6E
11/14/2013,32.98,6E
11/13/2013,31.88,6E
11/12/2013,32.4,6E
11/11/2013,33.99,6E
11/8/2013,37.5,6E
11/7/2013,34.16,6E
11/6/2013,37.31,6E
11/5/2013,41.28,6E
11/4/2013,37.99,6E
11/1/2013,40.53,6E
10/31/2013,32.68,6E
10/30/2013,19.56,6E
10/29/2013,20.08,6E
10/28/2013,18.07,6E
10/25/2013,18.77,6E
10/24/2013,19,6E
10/23/2013,18.34,6E
10/22/2013,17.41,6E
10/21/2013,19.33,6E
10/18/2013,18.75,6E
10/17/2013,19.31,6E
10/16/2013,26.27,6E
10/15/2013,27.14,6E
10/14/2013,24,6E
10/11/2013,24.65,6E
10/10/2013,26.77,6E
10/9/2013,29.04,6E
10/8/2013,25.38,6E
10/7/2013,25.21,6E
10/4/2013,25.94,6E
10/3/2013,23.01,6E
10/2/2013,23,6E
10/1/2013,26.84,6E
9/30/2013,25.35,6E
9/27/2013,25.46,6E
9/26/2013,28.47,6E
9/25/2013,25.62,6E
9/24/2013,28.36,6E
9/23/2013,27.14,6E
9/20/2013,25.08,6E
9/19/2013,24.62,6E
9/18/2013,24.78,6E
9/17/2013,28.78,6E
9/16/2013,29.93,6E
9/13/2013,31.08,6E
9/12/2013,30.8,6E
9/11/2013,29.77,6E
9/10/2013,32.26,6E
9/9/2013,32.36,6E
9/6/2013,39.02,6E
9/5/2013,43.36,6E
9/4/2013,38.45,6E
9/3/2013,42.12,6E
9/2/2013,40.77,6E
8/30/2013,38.24,6E
8/29/2013,36.91,6E
8/28/2013,30.55,6E
8/27/2013,26.26,6E
8/26/2013,28.08,6E
8/23/2013,26.47,6E
8/22/2013,28.65,6E
8/21/2013,28.5,6E
8/20/2013,24.12,6E
8/19/2013,27.88,6E
8/16/2013,28.04,6E
8/15/2013,26.8,6E
8/14/2013,33.45,6E
8/13/2013,30.03,6E
8/12/2013,30.83,6E
8/9/2013,25.6,6E
8/8/2013,22.26,6E
8/7/2013,23.48,6E
8/6/2013,25.19,6E
8/5/2013,30.2,6E
8/2/2013,27.65,6E
8/1/2013,35.4,6E
7/31/2013,28.36,6E
7/30/2013,30.52,6E
7/29/2013,31.47,6E
7/26/2013,29.46,6E
7/25/2013,29.09,6E
7/24/2013,34.15,6E
7/23/2013,33.23,6E
7/22/2013,35.12,6E
7/19/2013,37.42,6E
7/18/2013,40.12,6E
7/17/2013,38.07,6E
7/16/2013,36.15,6E
7/15/2013,42.71,6E
7/12/2013,42.33,6E
7/11/2013,41.38,6E
7/10/2013,47.34,6E
7/9/2013,53.13,6E
7/8/2013,48.47,6E
7/5/2013,52.24,6E
7/4/2013,48.29,6E
7/3/2013,44.44,6E
7/2/2013,46.5,6E
7/1/2013,40.26,6E
6/28/2013,44.79,6E
6/27/2013,42.96,6E
6/26/2013,47.13,6E
6/25/2013,42.69,6E
6/24/2013,40.2,6E
6/21/2013,40.18,6E
6/20/2013,35,6E
6/19/2013,31.35,6E
6/18/2013,26.27,6E
6/17/2013,30.16,6E
6/14/2013,31.17,6E
6/13/2013,30.26,6E
6/12/2013,28.9,6E
6/11/2013,28.9,6E
6/10/2013,31.43,6E
6/7/2013,32.95,6E
6/6/2013,31.35,6E
6/5/2013,37.89,6E
6/4/2013,38.23,6E
6/3/2013,37.83,6E
5/31/2013,42.29,6E
5/30/2013,36.84,6E
5/29/2013,43.03,6E
5/28/2013,50.45,6E
5/27/2013,44.57,6E
5/24/2013,44.18,6E
5/23/2013,43.09,6E
5/22/2013,49.37,6E
5/21/2013,47.42,6E
5/20/2013,48.77,6E
5/17/2013,52.59,6E
5/16/2013,51.7,6E
5/15/2013,54.52,6E
5/14/2013,52.67,6E
5/13/2013,51.82,6E
5/10/2013,53.51,6E
5/9/2013,48.79,6E
5/8/2013,32.9,6E
5/7/2013,40.05,6E
5/6/2013,41.38,6E
5/3/2013,37.92,6E
5/2/2013,42.08,6E
5/1/2013,33.66,6E
4/30/2013,34.24,6E
4/29/2013,33.82,6E
4/26/2013,37.68,6E
4/25/2013,38.98,6E
4/24/2013,39.22,6E
4/23/2013,42.02,6E
4/22/2013,38.1,6E
4/19/2013,37.39,6E
4/18/2013,37.84,6E
4/17/2013,41.34,6E
4/16/2013,30.94,6E
4/15/2013,36.01,6E
4/12/2013,33.32,6E
4/11/2013,35.19,6E
4/10/2013,35.21,6E
4/9/2013,32.64,6E
4/8/2013,36.2,6E
4/5/2013,36.44,6E
4/4/2013,38.66,6E
4/3/2013,48.23,6E
4/2/2013,50.73,6E
4/1/2013,47.59,6E
3/29/2013,52.61,6E
3/28/2013,52.9,6E
3/27/2013,57.75,6E
3/26/2013,55.48,6E
3/25/2013,56.89,6E
3/22/2013,43.24,6E
3/21/2013,50.51,6E
3/20/2013,44.37,6E
3/19/2013,51.49,6E
3/18/2013,45.76,6E
3/15/2013,40.42,6E
3/14/2013,43.49,6E
3/13/2013,48.5,6E
3/12/2013,44.3,6E
3/11/2013,43.34,6E
3/8/2013,46.75,6E
3/7/2013,41.04,6E
3/6/2013,48.66,6E
3/5/2013,45.24,6E
3/4/2013,46.71,6E
3/1/2013,46.99,6E
2/28/2013,45.24,6E
2/27/2013,42.01,6E
2/26/2013,44.77,6E
2/25/2013,44.39,6E
2/22/2013,42.44,6E
2/21/2013,42.74,6E
2/20/2013,40.52,6E
2/19/2013,36.89,6E
2/18/2013,38.24,6E
2/15/2013,37.49,6E
2/14/2013,37.93,6E
2/13/2013,36.68,6E
2/12/2013,36.73,6E
2/11/2013,37.96,6E
2/8/2013,39.01,6E
2/7/2013,38.34,6E
2/6/2013,32.5,6E
2/5/2013,29.98,6E
2/4/2013,32.27,6E
2/1/2013,27.23,6E
1/31/2013,26.35,6E
1/30/2013,26.4,6E
1/29/2013,26.58,6E
1/28/2013,28.26,6E
1/25/2013,27.49,6E
1/24/2013,27.89,6E
1/23/2013,32.65,6E
1/22/2013,32.65,6E
1/21/2013,32.4,6E
1/18/2013,31.23,6E
1/17/2013,28.98,6E
1/16/2013,31.5,6E
1/15/2013,29.08,6E
1/14/2013,28.29,6E
1/11/2013,26.94,6E
1/10/2013,28.5,6E
1/9/2013,40.28,6E
1/8/2013,39.41,6E
1/7/2013,37.48,6E
1/4/2013,39.75,6E
1/3/2013,41.01,6E
1/2/2013,36.11,6E
12/31/2012,31.9,6E
12/28/2012,29.72,6E
12/27/2012,29.27,6E
12/26/2012,30.17,6E
12/24/2012,29.62,6E
12/21/2012,30.46,6E
12/20/2012,29.18,6E
12/19/2012,30.33,6E
12/18/2012,29.15,6E
12/17/2012,29.58,6E
12/14/2012,25.21,6E
12/13/2012,28.03,6E
12/12/2012,29.63,6E
12/11/2012,32.89,6E
12/10/2012,40.11,6E
12/7/2012,39.83,6E
12/6/2012,36.66,6E
12/5/2012,28.49,6E
12/4/2012,24.96,6E
12/3/2012,27.92,6E
11/30/2012,30.74,6E
11/29/2012,31.68,6E
11/28/2012,35.15,6E
11/27/2012,35.31,6E
11/26/2012,33.02,6E
11/23/2012,31.84,6E
11/22/2012,36.93,6E
11/21/2012,39.66,6E
11/20/2012,42.72,6E
11/19/2012,43.71,6E
11/16/2012,48.56,6E
11/15/2012,44.9,6E
11/14/2012,47.38,6E
11/13/2012,49.63,6E
11/12/2012,50.23,6E
11/9/2012,52.17,6E
11/8/2012,49.84,6E
11/7/2012,49.41,6E
11/6/2012,49.62,6E
11/5/2012,50.22,6E
11/2/2012,49.71,6E
11/1/2012,42.33,6E
10/31/2012,41.23,6E
10/30/2012,39.08,6E
10/29/2012,44.34,6E
10/26/2012,41.6,6E
10/25/2012,42.23,6E
10/24/2012,40.15,6E
10/23/2012,39.86,6E
10/22/2012,34.45,6E
10/19/2012,36.41,6E
10/18/2012,32.77,6E
10/17/2012,29.27,6E
10/16/2012,31.07,6E
10/15/2012,37.86,6E
10/12/2012,36.08,6E
10/11/2012,35.98,6E
10/10/2012,40.75,6E
10/9/2012,44.07,6E
10/8/2012,38.05,6E
10/5/2012,33.25,6E
10/4/2012,32.73,6E
10/3/2012,39.42,6E
10/2/2012,37.12,6E
10/1/2012,37.79,6E
9/28/2012,42.98,6E
9/27/2012,39.68,6E
9/26/2012,42.17,6E
9/25/2012,38.63,6E
9/24/2012,39.09,6E
9/21/2012,37.5,6E
9/20/2012,38.87,6E
9/19/2012,34.93,6E
9/18/2012,36.48,6E
9/17/2012,32.55,6E
9/14/2012,31.63,6E
9/13/2012,30.78,6E
9/12/2012,32.71,6E
9/11/2012,29.84,6E
9/10/2012,31.52,6E
9/7/2012,28.22,6E
9/6/2012,31.6,6E
9/5/2012,34.17,6E
9/4/2012,39.59,6E
9/3/2012,34.94,6E
8/31/2012,34.76,6E
8/30/2012,39.49,6E
8/29/2012,37.63,6E
8/28/2012,32.99,6E
8/27/2012,38.38,6E
8/24/2012,36.51,6E
8/23/2012,33.63,6E
8/22/2012,35.12,6E
8/21/2012,33.88,6E
8/20/2012,43.01,6E
8/17/2012,46.21,6E
8/16/2012,40.74,6E
8/15/2012,50.13,6E
8/14/2012,46.42,6E
8/13/2012,45.27,6E
8/10/2012,49.17,6E
8/9/2012,50.34,6E
8/8/2012,44.5,6E
8/7/2012,40.17,6E
8/6/2012,40.16,6E
8/3/2012,38.04,6E
8/2/2012,53.86,6E
8/1/2012,50.89,6E
7/31/2012,45.71,6E
7/30/2012,51.36,6E
7/27/2012,46.93,6E
7/26/2012,46.09,6E
7/25/2012,51.37,6E
7/24/2012,60.77,6E
7/23/2012,55.87,6E
7/20/2012,63.33,6E
7/19/2012,55.93,6E
7/18/2012,54.2,6E
7/17/2012,53.98,6E
7/16/2012,54.85,6E
7/13/2012,58.25,6E
7/12/2012,59.76,6E
7/11/2012,61.02,6E
7/10/2012,60.95,6E
7/9/2012,57.12,6E
7/6/2012,63.53,6E
7/5/2012,61.71,6E
7/4/2012,51.97,6E
7/3/2012,46.84,6E
7/2/2012,51.04,6E
6/29/2012,43.41,6E
6/28/2012,53.04,6E
6/27/2012,54.59,6E
6/26/2012,50.74,6E
6/25/2012,50.85,6E
6/22/2012,47.99,6E
6/21/2012,51.86,6E
6/20/2012,40.66,6E
6/19/2012,40.51,6E
6/18/2012,50.88,6E
6/15/2012,40.2,6E
6/14/2012,38.96,6E
6/13/2012,41.39,6E
6/12/2012,48.52,6E
6/11/2012,52.66,6E
6/8/2012,47.3,6E
6/7/2012,45.13,6E
6/6/2012,45.27,6E
6/5/2012,50.8,6E
6/4/2012,45.28,6E
6/1/2012,52.76,6E
5/31/2012,57.8,6E
5/30/2012,60.5,6E
5/29/2012,59.95,6E
5/28/2012,62.17,6E
5/25/2012,63.33,6E
5/24/2012,62.45,6E
5/23/2012,61.2,6E
5/22/2012,61.4,6E
5/21/2012,50.14,6E
5/18/2012,53.44,6E
5/17/2012,60.09,6E
5/16/2012,59.25,6E
5/15/2012,63.71,6E
5/14/2012,61.3,6E
5/11/2012,56.74,6E
5/10/2012,54.51,6E
5/9/2012,54.67,6E
5/8/2012,50.07,6E
5/7/2012,43.28,6E
5/4/2012,48.52,6E
5/3/2012,42.3,6E
5/2/2012,42.26,6E
5/1/2012,34.44,6E
4/30/2012,34.08,6E
4/27/2012,32,6E
4/26/2012,34.69,6E
4/25/2012,35.24,6E
4/24/2012,37.35,6E
4/23/2012,44.39,6E
4/20/2012,36.21,6E
4/19/2012,43.29,6E
4/18/2012,45.6,6E
4/17/2012,43.34,6E
4/16/2012,43.04,6E
4/13/2012,52.9,6E
4/12/2012,40.23,6E
4/11/2012,49.2,6E
4/10/2012,52.3,6E
4/9/2012,50.68,6E
4/6/2012,54.2,6E
4/5/2012,54.86,6E
4/4/2012,51.3,6E
4/3/2012,43.77,6E
4/2/2012,38.08,6E
3/30/2012,36.32,6E
3/29/2012,40.34,6E
3/28/2012,37.68,6E
3/27/2012,36.02,6E
3/26/2012,33.04,6E
3/23/2012,36.1,6E
3/22/2012,40.63,6E
3/21/2012,42.25,6E
3/20/2012,43.78,6E
3/19/2012,43.21,6E
3/16/2012,42.32,6E
3/15/2012,48.37,6E
3/14/2012,51.16,6E
3/13/2012,48.87,6E
3/12/2012,45.56,6E
3/9/2012,50.2,6E
3/8/2012,41.26,6E
3/7/2012,46.87,6E
3/6/2012,48.55,6E
3/5/2012,46.63,6E
3/2/2012,47.56,6E
3/1/2012,41.3,6E
2/29/2012,41.44,6E
2/28/2012,32.81,6E
2/27/2012,36.3,6E
2/24/2012,31.4,6E
2/23/2012,31.19,6E
2/22/2012,35.62,6E
2/21/2012,38.78,6E
2/20/2012,39.81,6E
2/17/2012,40.11,6E
2/16/2012,40.95,6E
2/15/2012,50.4,6E
2/14/2012,46.03,6E
2/13/2012,45.17,6E
2/10/2012,39.73,6E
2/9/2012,36.46,6E
2/8/2012,36.35,6E
2/7/2012,34.05,6E
2/6/2012,40.03,6E
2/3/2012,39.8,6E
2/2/2012,42.6,6E
2/1/2012,40.64,6E
1/31/2012,42.2,6E
1/30/2012,41.93,6E
1/27/2012,34.28,6E
1/26/2012,40.81,6E
1/25/2012,40.21,6E
1/24/2012,38.68,6E
1/23/2012,42.52,6E
1/20/2012,41.84,6E
1/19/2012,35.77,6E
1/18/2012,38.52,6E
1/17/2012,49.47,6E
1/16/2012,55.98,6E
1/13/2012,54.17,6E
1/12/2012,50.43,6E
1/11/2012,52.48,6E
1/10/2012,54.46,6E
1/9/2012,57.26,6E
1/6/2012,62.95,6E
1/5/2012,65.07,6E
1/4/2012,57.68,6E
1/3/2012,49.61,6E
1/2/2012,59.57,6E
12/30/2011,59.05,6E
12/29/2011,54.38,6E
12/28/2011,63.07,6E
12/27/2011,56.1,6E
12/26/2011,57.9,6E
12/23/2011,60.03,6E
12/22/2011,58.02,6E
12/21/2011,57.98,6E
12/20/2011,54.11,6E
12/19/2011,59.74,6E
12/16/2011,58.14,6E
12/15/2011,59.6,6E
12/14/2011,59.02,6E
12/13/2011,64.95,6E
12/12/2011,65.31,6E
12/9/2011,50.09,6E
12/8/2011,52.3,6E
12/7/2011,50.62,6E
12/6/2011,50.01,6E
12/5/2011,52.87,6E
12/2/2011,50.67,6E
12/1/2011,47.74,6E
11/30/2011,52.75,6E
11/29/2011,57.14,6E
11/28/2011,57.9,6E
11/25/2011,61.5,6E
11/24/2011,58.65,6E
11/23/2011,59.38,6E
11/22/2011,49.68,6E
11/21/2011,51.22,6E
11/18/2011,50.23,6E
11/17/2011,54.77,6E
11/16/2011,56.45,6E
11/15/2011,53.56,6E
11/14/2011,45.79,6E
11/11/2011,36.4,6E
11/10/2011,43.89,6E
11/9/2011,56.09,6E
11/8/2011,37.86,6E
11/7/2011,44.57,6E
11/4/2011,45.85,6E
11/3/2011,42.64,6E
11/2/2011,45.43,6E
11/1/2011,47.84,6E
10/31/2011,47.7,6E
10/28/2011,35.34,6E
10/27/2011,31.53,6E
10/26/2011,35.92,6E
10/25/2011,34.58,6E
10/24/2011,34.19,6E
10/21/2011,34.27,6E
10/20/2011,37.44,6E
10/19/2011,39.17,6E
10/18/2011,37.87,6E
10/17/2011,39.86,6E
10/14/2011,34.3,6E
10/13/2011,36.48,6E
10/12/2011,38.12,6E
10/11/2011,37.67,6E
10/10/2011,34.91,6E
10/7/2011,46.82,6E
